recipient_key	recipient_name	ticker	basis	evidence	confirmed_at
3612de0a-9635-3846-a5a1-7f555fba52df-C	DELL FEDERAL SYSTEMS L.P	DELL	parent-name	SAM.gov parent 'DELL TECHNOLOGIES INC.' matches SEC issuer 'Dell Technologies Inc.' (DELL); subsidiary 'DELL FEDERAL SYSTEMS L.P' per SAM.gov hierarchy; brand-consistent subsidiary name ('DELL FEDERAL SYSTEMS L.P' carries issuer brand)	2026-07-18
379b0a4a-69bf-aa93-6907-c828ad4635a4-C	CANON FINANCIAL SERVICES, INC.	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON FINANCIAL SERVICES, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('CANON FINANCIAL SERVICES, INC.' carries issuer brand)	2026-07-18
388ab88d-74c2-54ac-19e4-cb2df60ad520-C	TYSON FOODS INC.	TSN	own-name	Recipient name 'TYSON FOODS INC.' matches SEC issuer 'TYSON FOODS, INC.' (TSN)	2026-07-18
39120e4d-cc1c-07a1-ba75-0d0b10a47b97-C	BOOZ ALLEN HAMILTON INC	BAH	own-name	Recipient name 'BOOZ ALLEN HAMILTON INC' matches SEC issuer 'Booz Allen Hamilton Holding Corp' (BAH)	2026-07-18
3b507120-47bb-6581-7ec2-0dbbb96de860-C	UBER TECHNOLOGIES, INC.	UBER	own-name	Recipient name 'UBER TECHNOLOGIES, INC.' matches SEC issuer 'Uber Technologies, Inc' (UBER)	2026-07-18
3b9c0dbd-b9c4-b7d2-3441-01e53b2136d6-C	DELTA AIR LINES, INC.	DAL	own-name	Recipient name 'DELTA AIR LINES, INC.' matches SEC issuer 'DELTA AIR LINES, INC.' (DAL)	2026-07-18
3ce4c8f8-2cae-67b5-75db-644e5e88b54b-C	HOST HOTELS & RESORTS LP	HST	own-name	Recipient name 'HOST HOTELS & RESORTS LP' matches SEC issuer 'HOST HOTELS & RESORTS, INC.' (HST)	2026-07-18
4051d253-67f0-30bd-2c7f-5eb539533924-C	LOCKHEED MARTIN CORP	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
4550c803-89d0-bce3-c617-b6add852480b-C	CUMMINS ROCKY MOUNTAIN, LLC	CMI	parent-name	SAM.gov parent 'CUMMINS INC.' matches SEC issuer 'CUMMINS INC' (CMI); subsidiary 'CUMMINS ROCKY MOUNTAIN, LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('CUMMINS ROCKY MOUNTAIN, LLC' carries issuer brand)	2026-07-18
455555be-773d-eab1-1e6b-7b94400b757e-C	GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' carries issuer brand)	2026-07-18
46023044-eacc-a9ca-5b5e-ddc4673fc267-C	LOCKHEED MARTIN CORP	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
49ba01f3-56b6-92fd-1814-1a521f21fe7e-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
4a1f028e-c2db-7515-800b-214ca781631c-C	ILLINOIS TOOL WORKS INC	ITW	own-name	Recipient name 'ILLINOIS TOOL WORKS INC' matches SEC issuer 'ILLINOIS TOOL WORKS INC' (ITW)	2026-07-18
4acc00cb-4142-56db-919d-5873214336ee-C	AZENTA, INC.	AZTA	own-name	Recipient name 'AZENTA, INC.' matches SEC issuer 'Azenta, Inc.' (AZTA)	2026-07-18
4b777065-0adb-34ac-c8e1-f0d179d81b63-C	BIO-RAD LABORATORIES, INC.	BIO	own-name	Recipient name 'BIO-RAD LABORATORIES, INC.' matches SEC issuer 'BIO-RAD LABORATORIES, INC.' (BIO)	2026-07-18
4b893934-0e74-c4ac-f525-6a2beb1f7b32-C	ABBOTT LABORATORIES INC.	ABT	own-name	Recipient name 'ABBOTT LABORATORIES INC.' matches SEC issuer 'ABBOTT LABORATORIES' (ABT)	2026-07-18
4bd73aa7-7f60-a3d9-4397-54df40f279f6-C	INSPIRE MEDICAL SYSTEMS, INC.	INSP	own-name	Recipient name 'INSPIRE MEDICAL SYSTEMS, INC.' matches SEC issuer 'Inspire Medical Systems, Inc.' (INSP)	2026-07-18
4dc93a45-67c0-81d9-c200-dc69b5cdcf76-C	WASTE MANAGEMENT OF MINNESOTA, INC.	WM	parent-name	SAM.gov parent 'WASTE MANAGEMENT, INC.' matches SEC issuer 'WASTE MANAGEMENT INC' (WM); subsidiary 'WASTE MANAGEMENT OF MINNESOTA, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('WASTE MANAGEMENT OF MINNESOTA, INC.' carries issuer brand)	2026-07-18
4e27a227-9e6f-eae8-b53b-d4f80d11cfef-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
4ebe5797-a7aa-41d5-c055-4fb073a3804e-C	LOCKHEED MARTIN SERVICES, LLC	LMT	own-name	Recipient name 'LOCKHEED MARTIN SERVICES, LLC' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
4f309755-a9a2-cb5a-a1e4-6b613f056590-C	UNITED RENTALS (NORTH AMERICA), INC.	URI	own-name	Recipient name 'UNITED RENTALS (NORTH AMERICA), INC.' matches SEC issuer 'UNITED RENTALS, INC.' (URI)	2026-07-18
5068bf75-a8a3-af40-b3a0-ba93566e89e1-C	JOHNSON CONTROLS SECURITY SOLUTIONS LLC	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS SECURITY SOLUTIONS LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('JOHNSON CONTROLS SECURITY SOLUTIONS LLC' carries issuer brand)	2026-07-18
5139d3f2-159b-be39-2cfa-5b5eb8b17caf-C	JOHNSON CONTROLS FIRE PROTECTION LP	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS FIRE PROTECTION LP' per SAM.gov hierarchy; brand-consistent subsidiary name ('JOHNSON CONTROLS FIRE PROTECTION LP' carries issuer brand)	2026-07-18
51bcdd60-3b39-c1e0-eb40-86dc589989c5-C	CUMMINS INC	CMI	own-name	Recipient name 'CUMMINS INC' matches SEC issuer 'CUMMINS INC' (CMI)	2026-07-18
52a30156-c031-3fed-cf47-acdeb13d29dd-C	BOSTON SCIENTIFIC NEUROMODULATION CORP	BSX	parent-name	SAM.gov parent 'BOSTON SCIENTIFIC CORP' matches SEC issuer 'BOSTON SCIENTIFIC CORP' (BSX); subsidiary 'BOSTON SCIENTIFIC NEUROMODULATION CORP' per SAM.gov hierarchy; brand-consistent subsidiary name ('BOSTON SCIENTIFIC NEUROMODULATION CORP' carries issuer brand)	2026-07-18
5630d744-6d7b-3bff-9a76-fe728ed0174d-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
5ad7895c-192b-21cd-8baf-92c6dce0b593-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
5daa87a2-241b-06ff-9438-17a3957c57cd-C	LOCKHEED MARTIN GLOBAL, INC.	LMT	parent-name	SAM.gov parent 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT); subsidiary 'LOCKHEED MARTIN GLOBAL, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('LOCKHEED MARTIN GLOBAL, INC.' carries issuer brand)	2026-07-18
5e095ef9-a461-36e2-8a63-2c89a2f13900-C	SYSCO CORP	SYY	own-name	Recipient name 'SYSCO CORP' matches SEC issuer 'SYSCO CORP' (SYY)	2026-07-18
5e62d7b1-b71e-8283-8703-1391e3c4d6a0-C	UNITED PARCEL SERVICE, INC.	UPS	own-name	Recipient name 'UNITED PARCEL SERVICE, INC.' matches SEC issuer 'UNITED PARCEL SERVICE INC' (UPS)	2026-07-18
5e6a1f1c-4805-89b3-1dd7-4f7d61a9e8e2-C	CANON U.S.A., INC.	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON U.S.A., INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('CANON U.S.A., INC.' carries issuer brand)	2026-07-18
5efd1069-d7f9-0bc5-33e7-ab8fcbbe9cf9-C	SYNOPSYS, INC.	SNPS	own-name	Recipient name 'SYNOPSYS, INC.' matches SEC issuer 'SYNOPSYS INC' (SNPS)	2026-07-18
62c486be-b101-ea2f-e0c1-4f3bf00a305b-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
69204f07-d0a2-c645-1397-00236971fd4d-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
6cf5fb1b-4988-d087-5dc1-70939d8fc6c4-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
6d4d60f0-b0bb-dc2c-4a48-e9d65476777d-C	JACK HENRY & ASSOCIATES, INC.	JKHY	own-name	Recipient name 'JACK HENRY & ASSOCIATES, INC.' matches SEC issuer 'JACK HENRY & ASSOCIATES INC' (JKHY)	2026-07-18
6e7a895c-aa57-8600-2a8a-4e237f6213f6-C	LOCKHEED MARTIN CORP	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORP' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
6eda3ee1-f612-3b12-8ada-a920384dd80b-C	JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('JOHNSON CONTROLS GOVERNMENT SYSTEMS, LLC' carries issuer brand)	2026-07-18
6ffc4386-853e-ef89-67e8-22c28ddcf15c-C	INTERNATIONAL BUSINESS MACHINES CORPORATION	IBM	own-name	Recipient name 'INTERNATIONAL BUSINESS MACHINES CORPORATION' matches SEC issuer 'INTERNATIONAL BUSINESS MACHINES CORP' (IBM)	2026-07-18
71a58244-ee49-c0e8-764f-0103af941762-C	MILLERKNOLL INC	MLKN	own-name	Recipient name 'MILLERKNOLL INC' matches SEC issuer 'MILLERKNOLL, INC.' (MLKN)	2026-07-18
72559450-0f09-e12b-024d-743eeeffb054-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
72827cbd-31d1-c872-d5b4-0c9b25253f7d-C	SNAP-ON TOOLS INTERNATIONAL, LLC	SNA	parent-name	SAM.gov parent 'SNAP-ON INCORPORATED' matches SEC issuer 'Snap-on Inc' (SNA); subsidiary 'SNAP-ON TOOLS INTERNATIONAL, LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('SNAP-ON TOOLS INTERNATIONAL, LLC' carries issuer brand)	2026-07-18
769befe2-3919-53e9-5f0f-430397a863b0-C	SOUTHWEST GAS CORPORATION	SWX	own-name	Recipient name 'SOUTHWEST GAS CORPORATION' matches SEC issuer 'Southwest Gas Holdings, Inc.' (SWX)	2026-07-18
7743786a-287f-b18c-2bc2-3bdc23e728a4-C	HEALTHEQUITY, INC.	HQY	own-name	Recipient name 'HEALTHEQUITY, INC.' matches SEC issuer 'HEALTHEQUITY, INC.' (HQY)	2026-07-18
779b3e3e-364f-7cbc-28a4-a2b4484b86f4-C	LOCKHEED MARTIN CORPORATION	LMT	own-name	Recipient name 'LOCKHEED MARTIN CORPORATION' matches SEC issuer 'LOCKHEED MARTIN CORP' (LMT)	2026-07-18
77ac8374-ea6a-12e4-de3d-54719e3a0bcf-C	HONEYWELL INTERNATIONAL INC	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
785f8c2a-77bb-b4db-c19a-08d6d86d19a6-C	HONEYWELL INTERNATIONAL INC.	HON	own-name	Recipient name 'HONEYWELL INTERNATIONAL INC.' matches SEC issuer 'HONEYWELL INTERNATIONAL INC' (HON)	2026-07-18
7d1eac33-f87a-7f1c-3029-054d8e5684b5-C	CLOUDFLARE, INC.	NET	own-name	Recipient name 'CLOUDFLARE, INC.' matches SEC issuer 'Cloudflare, Inc.' (NET)	2026-07-18
7fa3419d-995b-54ec-dfec-78f878e0b59e-C	FACTSET RESEARCH SYSTEMS INC.	FDS	own-name	Recipient name 'FACTSET RESEARCH SYSTEMS INC.' matches SEC issuer 'FACTSET RESEARCH SYSTEMS INC' (FDS)	2026-07-18
800b0df9-146e-cc59-ed59-d0bc4caf9664-C	CANON U.S.A., INC.	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON U.S.A., INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('CANON U.S.A., INC.' carries issuer brand)	2026-07-18
80d7942d-de44-b391-8c3b-ecd05b5dbe53-C	GENERAL DYNAMICS MISSION SYSTEMS, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS MISSION SYSTEMS, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS MISSION SYSTEMS, INC.' carries issuer brand)	2026-07-18
819a698f-debc-805d-90bf-b64413f35fdc-C	CANON MEDICAL SYSTEMS USA, INC	CAJPY	parent-name	SAM.gov parent 'CANON INC.' matches SEC issuer 'CANON INC' (CAJPY); subsidiary 'CANON MEDICAL SYSTEMS USA, INC' per SAM.gov hierarchy; brand-consistent subsidiary name ('CANON MEDICAL SYSTEMS USA, INC' carries issuer brand)	2026-07-18
827c3318-8db6-971f-be93-aa9ec4468d03-C	RTX BBN TECHNOLOGIES, INC.	RTX	parent-name	SAM.gov parent 'RTX CORP' matches SEC issuer 'RTX Corp' (RTX); subsidiary 'RTX BBN TECHNOLOGIES, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('RTX BBN TECHNOLOGIES, INC.' carries issuer brand)	2026-07-18
8331bcf2-039d-6e60-51ec-f9df98c68887-C	GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.	GD	parent-name	SAM.gov parent 'GENERAL DYNAMICS CORP' matches SEC issuer 'GENERAL DYNAMICS CORP' (GD); subsidiary 'GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.' carries issuer brand)	2026-07-18
878a2f09-eee2-eacc-bb11-94e1af5dd653-C	JOHNSON CONTROLS INC	JCI	own-name	Recipient name 'JOHNSON CONTROLS INC' matches SEC issuer 'Johnson Controls International plc' (JCI)	2026-07-18
88199f05-5712-54a6-7917-601ddc851cc4-C	JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC	JCI	parent-name	SAM.gov parent 'JOHNSON CONTROLS, INC.' matches SEC issuer 'Johnson Controls International plc' (JCI); subsidiary 'JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC' per SAM.gov hierarchy; brand-consistent subsidiary name ('JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS, LLC' carries issuer brand)	2026-07-18
8a26c273-aa5b-a586-2c99-20a1b5710129-C	AT&T CORP.	T	own-name	Recipient name 'AT&T CORP.' matches SEC issuer 'AT&T INC.' (T)	2026-07-18
8a580323-b93b-d883-9ee2-312490d8c03a-C	WASTE MANAGEMENT OF PENNSYLVANIA, INC.	WM	parent-name	SAM.gov parent 'WASTE MANAGEMENT, INC.' matches SEC issuer 'WASTE MANAGEMENT INC' (WM); subsidiary 'WASTE MANAGEMENT OF PENNSYLVANIA, INC.' per SAM.gov hierarchy; brand-consistent subsidiary name ('WASTE MANAGEMENT OF PENNSYLVANIA, INC.' carries issuer brand)	2026-07-18
8e28d0b8-5297-7835-1f69-8fce707daf27-C	INTUITIVE SURGICAL INC	ISRG	own-name	Recipient name 'INTUITIVE SURGICAL INC' matches SEC issuer 'INTUITIVE SURGICAL INC' (ISRG)	2026-07-18
8e3a2ef5-3697-f6f3-5f35-a4c008071d6b-C	GLOBUS MEDICAL, INC.	GMED	own-name	Recipient name 'GLOBUS MEDICAL, INC.' matches SEC issuer 'GLOBUS MEDICAL INC' (GMED)	2026-07-18
